curve,x,y
all,0.0,0.5727590221187427
all,0.0027137042062415195,0.5727590221187427
all,0.004070556309362279,0.5727590221187427
all,0.005427408412483039,0.5727590221187427
all,0.0067842605156037995,0.5727590221187427
all,0.008141112618724558,0.5727590221187427
all,0.009497964721845319,0.5727590221187427
all,0.010854816824966078,0.5727590221187427
all,0.012211668928086838,0.5727590221187427
all,0.013568521031207599,0.5727590221187427
all,0.014925373134328358,0.5727590221187427
all,0.016282225237449117,0.5727590221187427
all,0.017639077340569877,0.5727590221187427
all,0.018995929443690638,0.5727590221187427
all,0.0203527815468114,0.5727590221187427
all,0.021709633649932156,0.5727590221187427
all,0.023066485753052916,0.5727590221187427
all,0.024423337856173677,0.5727590221187427
all,0.025780189959294438,0.5727590221187427
all,0.027137042062415198,0.5727590221187427
all,0.028493894165535955,0.5727590221187427
all,0.029850746268656716,0.5727590221187427
all,0.031207598371777476,0.5727590221187427
all,0.032564450474898234,0.5727590221187427
all,0.033921302578018994,0.5727590221187427
all,0.035278154681139755,0.5727590221187427
all,0.036635006784260515,0.5727590221187427
all,0.037991858887381276,0.5727590221187427
all,0.03934871099050204,0.5727590221187427
all,0.0407055630936228,0.5727590221187427
all,0.04206241519674356,0.5727590221187427
all,0.04341926729986431,0.5727590221187427
all,0.04477611940298507,0.5727590221187427
all,0.04613297150610583,0.5727590221187427
all,0.04748982360922659,0.5727590221187427
all,0.048846675712347354,0.5727590221187427
all,0.050203527815468114,0.5727590221187427
all,0.051560379918588875,0.5727590221187427
all,0.052917232021709636,0.5727590221187427
all,0.054274084124830396,0.5727590221187427
all,0.05563093622795115,0.5727590221187427
all,0.05698778833107191,0.5727590221187427
all,0.05834464043419267,0.5727590221187427
all,0.05970149253731343,0.5727590221187427
all,0.06105834464043419,0.5724097788125728
all,0.06241519674355495,0.571362048894063
all,0.06377204884667571,0.570197904540163
all,0.06512890094979647,0.5690337601862632
all,0.06648575305291723,0.5677532013969733
all,0.06784260515603799,0.5668218859138534
all,0.06919945725915876,0.5663562281722934
all,0.07055630936227951,0.5650756693830035
all,0.07191316146540028,0.5637951105937136
all,0.07327001356852103,0.5626309662398137
all,0.07462686567164178,0.5614668218859138
all,0.07598371777476255,0.5605355064027939
all,0.0773405698778833,0.5605355064027939
all,0.07869742198100407,0.5605355064027939
all,0.08005427408412483,0.5605355064027939
all,0.0814111261872456,0.5605355064027939
all,0.08276797829036635,0.5605355064027939
all,0.08412483039348712,0.5605355064027939
all,0.08548168249660787,0.5605355064027939
all,0.08683853459972862,0.5605355064027939
all,0.08819538670284939,0.5605355064027939
all,0.08955223880597014,0.5605355064027939
all,0.09090909090909091,0.5605355064027939
all,0.09226594301221167,0.5605355064027939
all,0.09362279511533243,0.5605355064027939
all,0.09497964721845319,0.5605355064027939
all,0.09633649932157395,0.5605355064027939
all,0.09769335142469471,0.5605355064027939
all,0.09905020352781546,0.5605355064027939
all,0.10040705563093623,0.5605355064027939
all,0.10176390773405698,0.5605355064027939
all,0.10312075983717775,0.5605355064027939
all,0.1044776119402985,0.5605355064027939
all,0.10583446404341927,0.5605355064027939
all,0.10719131614654002,0.5605355064027939
all,0.10854816824966079,0.5605355064027939
all,0.10990502035278155,0.5605355064027939
all,0.1112618724559023,0.5605355064027939
all,0.11261872455902307,0.5605355064027939
all,0.11397557666214382,0.5605355064027939
all,0.11533242876526459,0.5605355064027939
all,0.11668928086838534,0.5605355064027939
all,0.11804613297150611,0.5605355064027939
all,0.11940298507462686,0.5605355064027939
all,0.12075983717774763,0.5605355064027939
all,0.12211668928086838,0.5605355064027939
all,0.12347354138398914,0.5605355064027939
all,0.1248303934871099,0.5605355064027939
all,0.12618724559023067,0.5605355064027939
all,0.12754409769335143,0.5605355064027939
all,0.12890094979647218,0.5605355064027939
all,0.13025780189959293,0.5605355064027939
all,0.13161465400271372,0.5605355064027939
all,0.13297150610583447,0.5605355064027939
all,0.13432835820895522,0.5605355064027939
all,0.13568521031207598,0.5605355064027939
all,0.13704206241519673,0.5605355064027939
all,0.1383989145183175,0.5605355064027939
all,0.13975576662143827,0.5605355064027939
all,0.14111261872455902,0.5605355064027939
all,0.14246947082767977,0.5605355064027939
all,0.14382632293080055,0.5605355064027939
all,0.1451831750339213,0.5605355064027939
all,0.14654002713704206,0.5605355064027939
all,0.14789687924016282,0.5605355064027939
all,0.14925373134328357,0.5605355064027939
all,0.15061058344640435,0.5605355064027939
all,0.1519674355495251,0.5605355064027939
all,0.15332428765264586,0.5605355064027939
all,0.1546811397557666,0.559254947613504
all,0.1560379918588874,0.5576251455180442
all,0.15739484396200815,0.5559953434225844
all,0.1587516960651289,0.5542491268917347
all,0.16010854816824965,0.5525029103608848
all,0.1614654002713704,0.5519208381839348
all,0.1628222523744912,0.5505238649592549
all,0.16417910447761194,0.5487776484284052
all,0.1655359565807327,0.5471478463329453
all,0.16689280868385345,0.5455180442374854
all,0.16824966078697423,0.5440046565774156
all,0.16960651289009498,0.5436554132712457
all,0.17096336499321574,0.5436554132712457
all,0.1723202170963365,0.5436554132712457
all,0.17367706919945725,0.5436554132712457
all,0.17503392130257803,0.5436554132712457
all,0.17639077340569878,0.5436554132712457
all,0.17774762550881953,0.5436554132712457
all,0.1791044776119403,0.5436554132712457
all,0.18046132971506107,0.5436554132712457
all,0.18181818181818182,0.5436554132712457
all,0.18317503392130258,0.5436554132712457
all,0.18453188602442333,0.5436554132712457
all,0.18588873812754408,0.5436554132712457
all,0.18724559023066487,0.5436554132712457
all,0.18860244233378562,0.5436554132712457
all,0.18995929443690637,0.5436554132712457
