metric,value
accuracy,0.985714
auc_healthy,0.998795
auc_sick_non_tb,0.998930
auc_tb,0.997500
avg_precision,0.978078
avg_recall,0.969737
f1,0.973811
precision,0.978078
recall,0.969737
roc_auc_macro_ovr,0.998408
roc_auc_weighted_ovr,0.998732
sensitivity_healthy,0.992982
sensitivity_sick_non_tb,0.991228
sensitivity_tb,0.925000
specificity_healthy,0.995652
specificity_sick_non_tb,0.985507
specificity_tb,0.995614
