metric,value
accuracy,0.984127
auc_healthy,0.999690
auc_sick_non_tb,0.999194
auc_tb,0.998750
avg_precision,0.975138
avg_recall,0.975146
f1,0.975140
precision,0.975138
recall,0.975146
roc_auc_macro_ovr,0.999211
roc_auc_weighted_ovr,0.999376
sensitivity_healthy,0.994737
sensitivity_sick_non_tb,0.980702
sensitivity_tb,0.950000
specificity_healthy,0.992754
specificity_sick_non_tb,0.986957
specificity_tb,0.994737
